Angels & Demons (2009),25
Bastille Day (2016),25
A Clockwork Orange - All Media Types,25
The Day After Tomorrow (2004),25
The Deep Blue Sea (2011),25
Defying Gravity (1997),25
Elizabeth (Movies),25
For All Time (2000),25
Fright Night (1985),25
From Paris with Love (2010),25
Gangs of New York (2002),25
Gossip (2000),25
Hedwig and the Angry Inch (2001),25
The Hills Have Eyes (2006 2007),25
Hoje Eu Quero Voltar Sozinho | The Way He Looks (2014),25
Jaws (Movies),25
Jumanji (1995),25
Margin Call (2011),25
Need for Speed (Movie 2014),25
The Pirates of Penzance - Sullivan/Gilbert,25
Shawshank Redemption - All Media Types,25
Step Up (Movies),25
Thumbelina - All Media Types,25
Zoolander (Movies),25
101 Dalmatians (1961),24
8UPPERS (2010),24
The Aristocats (1970),24
Cracks (2009),24
The Da Vinci Code - All Media Types,24
The Fifth Estate (2013),24
Grindhouse (2007),24
Låt den rätte komma in | Let the Right One In (2008),24
The Proposal (2009),24
Ringu | The Ring - All Media Types,24
Rock of Ages (2012),24
The Shining (1980),24
Sinbad: Legend of the Seven Seas (2003),24
Sorority Boys (2002),24
Starter for 10 (2006),24
Thir13en Ghosts (2001),24
Tomorrowland (2015),24
The Village (2004),24
The Adventures of Priscilla Queen of the Desert (1994),23
August: Osage County (2013),23
Bambi (1942),23
The Dark Tower (2017),23
Death Machine (1994),23
Gabriel (2007),23
The Goonies (1985),23
Gravity (2013),23
Hitman (2007),23
Home (2015),23
House of Wax (2005),23
Iron Giant (1999),23
The Jungle Book (2016),23
King Kong (2005),23
The Land Before Time (Movies),23
The Painted Veil (2006),23
Pirates! In an Adventure with Scientists! (2012),23
Rambo Series (Movies),23
Real Genius (1985),23
The Sandlot (1993),23
Batman: Assault On Arkham,22
Battle Royale (2000),22
Bronson (2008),22
But I'm a Cheerleader (1999),22
Doubt (2008),22
Drive Angry (2011),22
Eu não quero voltar sozinho | I Don't Want to Go Back Alone (2010),22
Final Fantasy: The Spirits Within,22
The Hateful Eight (2015),22
The Island (2005),22
Justice League: The Flashpoint Paradox,22
Man Who Fell to Earth (1976),22
Merlin (1998),22
The Perks of Being a Wallflower (2012),22
